Permit Class Mapped,Original Zip,Original Address,Property Legal Description,Total Job Valuation,Total Existing Bldg SQFT,Project Name,Day Issued,Contractor Company Name,Contractor Zip
Residential,78757.0,1704 KAREN AVE,LOT 7 BLK B BRENTWOOD TERRACE,0.0,1240.0,1704 KAREN AVE,WEDNESDAY,"KRDB, LLC",78702
Residential,78704.0,1400 BOULDIN AVE,LOT 1A BLK C SOUTH HEIGHTS AMENDED PLAT LTS 12 PT OF 3,0.0,862.0,1400 BOULDIN AVE,THURSDAY,Gossett and Jones Homes Inc.,78703
Residential,78704.0,1400 BOULDIN AVE,LOT 1A BLK C SOUTH HEIGHTS AMENDED PLAT LTS 12 PT OF 3,0.0,360.0,1400 BOULDIN AVE,THURSDAY,Gossett and Jones Homes Inc.,78703
Commercial,78703.0,1210 NORWALK LN,,0.0,0.0,1210 NORWALK LN,FRIDAY,Sierra Demolition,78683
Commercial,78703.0,1210 NORWALK LN,,0.0,0.0,1210 NORWALK LN,FRIDAY,Sierra Demolition,78683
Residential,78703.0,1512 W 30TH ST,138AC OF LOT 66 BRYKER WOODS,0.0,0.0,1512 W 30TH ST,THURSDAY,Centex House Leveling***MAIN****,78723
Residential,78702.0,2007 GARDEN ST,,6900.0,896.0,2007 GARDEN ST,THURSDAY,Absolute Demolition Inc. main***,78630
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,3000.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,3000.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,3000.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,3000.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Residential,78703.0,1518 W 30TH ST,PT OF LOT 68 BRYKER WOODS  PT OF LOT 69 BLK 2 BRYKERWOODS B TOTAL ACR 01784,0.0,1383.0,1518 W 30TH ST,THURSDAY,,78703
Residential,78703.0,1518 W 30TH ST,PT OF LOT 68 BRYKER WOODS  PT OF LOT 69 BLK 2 BRYKERWOODS B TOTAL ACR 01784,0.0,500.0,1518 W 30TH ST,THURSDAY,,78703
Residential,78730.0,7900 BIG VIEW DR,LOT 49B  51A BLK M RIVER PLACE SEC 15 AMD LT 49A REPLT LT 9  50 BL MLT 5152 BL M RIVER PLACE SEC 16  ABS 375 SUR 456 HOBBS W R ACR 2755,25000.0,5026.0,7900 BIG VIEW DR,THURSDAY,Waggoner Excavating INC,78641
Residential,78730.0,7900 BIG VIEW DR,LOT 49B  51A BLK M RIVER PLACE SEC 15 AMD LT 49A REPLT LT 9  50 BL MLT 5152 BL M RIVER PLACE SEC 16  ABS 375 SUR 456 HOBBS W R ACR 2755,5000.0,0.0,7900 BIG VIEW DR,THURSDAY,Waggoner Excavating INC,78641
Residential,78704.0,1704 S 2ND ST,LOT 3 BOULDIN ADDN AMENDED PLAT OF THE RESUB OF LOTS 13 BLK 5,0.0,1624.0,1704 S 2ND ST,WEDNESDAY,David Weekley Homes (MAIN),78758
Residential,78756.0,4007 RAMSEY AVE,N 32FT LOT 4  S 27FT OF LOT 5 BLK 1 MCGUIRES SUBD NO 1,0.0,844.0,4007 RAMSEY AVE,FRIDAY,Bear Creek Homes,78737
Residential,78756.0,4007 RAMSEY AVE,N 32FT LOT 4  S 27FT OF LOT 5 BLK 1 MCGUIRES SUBD NO 1,0.0,576.0,4007 RAMSEY AVE,FRIDAY,Bear Creek Homes,78737
Residential,78756.0,4702 SINCLAIR AVE,LOT 2 BLK 31 ROSEDALE H,5000.0,1288.0,4702 SINCLAIR AVE,FRIDAY,Vinson Radke Homes****MAIN****,78703
Residential,78756.0,4702 SINCLAIR AVE,LOT 2 BLK 31 ROSEDALE H,1000.0,324.0,4702 SINCLAIR AVE,FRIDAY,Vinson Radke Homes****MAIN****,78703
Residential,78702.0,1131 1/2 POQUITO ST,,0.0,1352.0,1131 1/2 POQUITO ST,MONDAY,Square Business Investments,78725
Residential,78703.0,1200 SHELLEY AVE,LOT 12 BLK G OLT 7 DIV Z SHELLEY HEIGHTS,7500.0,420.0,1200 SHELLEY AVE,MONDAY,"Premier Partners Homes, LLC",78734
Residential,78702.0,2503 WILLOW ST,LOT 2 BLK 6 OLT 4142 OLT 53 DIV O RIVERVIEW ADDN,0.0,1129.0,2503 WILLOW ST,TUESDAY,MX3 Investments,78756
Residential,78702.0,2503 WILLOW ST,LOT 2 BLK 6 OLT 4142 OLT 53 DIV O RIVERVIEW ADDN,0.0,240.0,2503 WILLOW ST,TUESDAY,MX3 Investments,78756
Residential,78702.0,1906 E 18TH ST,,0.0,2250.0,1906 E 18TH ST,TUESDAY,MX3 Investments,78756
Residential,78704.0,2205 ARPDALE ST,LOT 3 BLK 10 RABB INWOOD HILLS,0.0,0.0,2205 ARPDALE ST,THURSDAY,,78715
Residential,78731.0,6618 HART LN,LOT 32 NORTHWEST VALLEY ADDN,0.0,96.0,6618 HART LN,THURSDAY,,78731
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,5000.0,14099.0,1407 W STASSNEY LN,MONDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,5000.0,6465.0,1407 W STASSNEY LN,MONDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,5000.0,6988.0,1407 W STASSNEY LN,MONDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,5000.0,11779.0,1407 W STASSNEY LN,MONDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,5000.0,3365.0,1407 W STASSNEY LN,MONDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,5000.0,2630.0,1407 W STASSNEY LN,MONDAY,"Lott Brothers Construction CO., LTD",78729
Residential,78702.0,1301 CHICON ST,,0.0,1152.0,1301 CHICON ST,FRIDAY,Chestnut Neighborhood Revitalization Corporation,78702
Residential,78702.0,1301 1/2 CHICON ST,,0.0,1234.0,1301 1/2 CHICON ST,FRIDAY,Chestnut Neighborhood Revitalization Corporation,78702
Residential,78702.0,1301 1/2 CHICON ST,,0.0,630.0,1301 1/2 CHICON ST,FRIDAY,Chestnut Neighborhood Revitalization Corporation,78702
Commercial,78741.0,1900 E RIVERSIDE DR,LOT 2 BLK D SOUTH SHORE RETAIL AMENDING SUBD PLAT OF,5000.0,16729.0,1900 E RIVERSIDE DR,TUESDAY,A & R Demolition Operations Account,78617
Residential,78703.0,2004 INDIAN TRL,LOT 39 TARRY TOWN NO 5,0.0,1279.0,2004 INDIAN TRL,THURSDAY,DAR Construction,78714-2028
Residential,78704.0,2202 LA CASA DR,LOT 9 BLK 13 RABB INWOOD HILLS,0.0,796.0,2202 LA CASA DR,WEDNESDAY,Carlisle White Investments,78704
Residential,78703.0,3104 HARRIS BLVD,LOT 2 BLK 3 BRYKERWOODS B,0.0,276.0,3104 HARRIS BLVD,TUESDAY,Certified Homes,78716
Commercial,78754.0,9628 E US 290 HWY SVRD WB,39420 AC OF LOT 1 FIESTA PLAZA,5000.0,6603.0,9628 E US 290 HWY WB,TUESDAY,Absolute Demolition Inc. main***,78630
Commercial,78754.0,9628 E US 290 HWY SVRD WB,39420 AC OF LOT 1 FIESTA PLAZA,5000.0,7251.0,9628 E US 290 HWY WB,TUESDAY,Absolute Demolition Inc. main***,78630
Residential,78733.0,2200 LAURANNE LN BLDG BD,LOT 29 BLK B RIO ROBLES SEC 2,5000.0,850.0,2200 LAURANNE LN BLDG BD,TUESDAY,"Echelon Homes /DBA:Grayson Contractors, Inc.",78738
Residential,78702.0,2015 E 3RD ST,LOT 7 BLK 7 OLT 2324 DIV O FAIR GROUNDS ADDN,0.0,879.0,2015 E 3RD ST,WEDNESDAY,Cuatro Construction LLC,78746
Residential,78702.0,2015 E 3RD ST,LOT 7 BLK 7 OLT 2324 DIV O FAIR GROUNDS ADDN,0.0,170.0,2015 E 3RD ST,WEDNESDAY,Cuatro Construction LLC,78746
Residential,78757.0,7606 SILVERCREST CIR,LOT 6 BLK Y ALLANDALE PARK SEC 5,0.0,250.0,7606 SILVERCREST CIR,THURSDAY,,78757 1707
Residential,78702.0,912 LINDEN ST,LOT 7 OLT 37 DIV A TORRES T S SUBD,0.0,911.0,912 LINDEN ST,WEDNESDAY,DAR Construction,78714-2028
Residential,78741.0,6110 LARCH TER,LOT 6 BLK G COUNTRY CLUB GARDENS SEC 3,0.0,1473.0,6110 LARCH TER,MONDAY,,78741
Residential,78703.0,1206 LORRAIN ST,LOT 9  S2866FT OF LOT 8 BLK F OLT 7 DIV Z SHELLEY HEIGHTS,0.0,726.0,1206 LORRAIN ST,TUESDAY,,78703
Residential,78703.0,1412 ETHRIDGE AVE,LOT 17  W 10 FT OF LOT 16 BLK 28 PEMBERTON HEIGHTS SEC 8,0.0,418.0,1412 ETHRIDGE AVE,TUESDAY,Santini Construction,78703
Residential,78741.0,6016 PONCA ST,02320 AC OF LOT 5 BROWN J GORDON SUBD,1000.0,630.0,6016 PONCA ST,THURSDAY,,78702
Residential,78731.0,5003 PLACID PL,LOT 9 BLK B HIGHLAND VILLAGE SEC 2 PT 3,0.0,1135.0,5003 PLACID PL,THURSDAY,DAR Demolition,78714-2028
Residential,78756.0,5503 CLAY AVE,LOT 16 BLK 4 BROADACRES,5000.0,871.0,5503 CLAY AVE,FRIDAY,DAR Construction,78714-2028
Residential,78756.0,5503 CLAY AVE,LOT 16 BLK 4 BROADACRES,3000.0,858.0,5503 CLAY AVE,FRIDAY,DAR Construction,78714-2028
Residential,78756.0,5503 CLAY AVE,LOT 16 BLK 4 BROADACRES,1000.0,150.0,5503 CLAY AVE,FRIDAY,DAR Construction,78714-2028
Residential,78704.0,2704 ROCK TERRACE DR,LOT 8 BLK U BARTON HILLS SEC 3,0.0,1903.0,2704 ROCK TERRACE DR,WEDNESDAY,DAR Construction,78714-2028
Residential,78704.0,612 W JOHANNA ST,,0.0,1747.0,612 W JOHANNA ST,MONDAY,"Brodie Builders, LLC",78704
Residential,78704.0,1607 BAUERLE AVE,W2602 FT OF LOT 4  E 2604 FT OF LOT 5 BLK C WEST END ADDN,0.0,1140.0,1607 BAUERLE AVE,WEDNESDAY,,78704-3301
Residential,78617.0,2912 TERRY LN,LOT 21A GLENBROOK ADDN RESUB PT SEC 1  2,0.0,0.0,2912 TERRY LN,THURSDAY,,78617
Residential,78745.0,5006 SUNSET TRL,LOT 5 BLK A FLOURNOY ACRES SEC 4,0.0,1500.0,5006 SUNSET TRL,FRIDAY,Jerry Pippins General Contractor,78745
Residential,78702.0,1904 E 13TH ST BLDG A,LOT 3 BLK 8 OLT 34 DIVISION B,0.0,616.0,1904 E 13TH ST BLDG A,FRIDAY,Dream smiles Dental,78626
Commercial,78729.0,13265 N US 183 HWY SVRD NB,AW0334  Irvine Jc Sur ACRES 1817 R056107LEASE IMP,500.0,0.0,13265 N US 183 HWY NB,MONDAY,La Tierra De Simmons Familia LTD. C/O Steve Simmons,78756
Commercial,78705.0,3500 N IH 35 SVRD SB,LOT 11 BLK B EAST AVENUE SUBD,100000.0,400000.0,3500 N IH 35 SVRD SB,TUESDAY,A & R Demolition Operations Account,78617
Residential,78702.0,2005 E 13TH ST,W116FT OF LOT 7  E269FT OF LOT 8 BLK 2 OLT 34 DIVISION B,2800.0,720.0,2005 E 13TH ST,TUESDAY,"DWS Waste, LLC",78763
Commercial,78724.0,7201 COLONY LOOP DR,ABS 4 SUR 19 BURLESON J ACR 673340,92000.0,9975.0,7201 COLONY LOOP DR,WEDNESDAY,Chasco Constructors,78680
Residential,78731.0,2816 W 50TH ST,LOT 11 BLK B HIGHLAND VILLAGE SEC 2 PT 3,0.0,1176.0,2816 W 50TH ST,FRIDAY,2816 W. 50th St LLC,78731
Commercial,78704.0,2323 S LAMAR BLVD UNIT B,ABS 8 SUR 20 DECKER I ACR 09854,3250.0,840.0,2323 S LAMAR BLVD UNIT B,THURSDAY,Absolute Demolition Inc. main***,78630
Commercial,78704.0,2323 S LAMAR BLVD,ABS 8 SUR 20 DECKER I ACR 09854,3250.0,834.0,2323 S LAMAR BLVD,THURSDAY,Absolute Demolition Inc. main***,78630
Residential,78703.0,1704 W 29TH ST,LOT 24 BLK 1 BRYKERWOODS C,5000.0,830.0,1704 W 29TH ST,MONDAY,,78703
Residential,78704.0,1606 HETHER ST,LOT 89 BLK A OAK HILL ADDN,0.0,1391.0,1606 HETHER ST,TUESDAY,"Urban Nature, Inc",78704
Residential,78704.0,616 TERRELL HILL DR,LOT 1 BLK 2 LOVELESS ADDN RESUB OF LOT 3 BLK 2,0.0,430.0,616 TERRELL HILL DR,MONDAY,,78704
Residential,78701.0,509 W 16TH ST,CEN 39' OF N 138' OF W128' OF OLT 30 DIVISION E,300.0,346.0,509 W 16TH ST,TUESDAY,"Dutch Built Construction, LLC",78734-4403
Residential,78705.0,312 W 37TH ST,LOT 34 BLK 2 OLT 77 DIV D LAKEVIEW ADDN,0.0,528.0,312 W 37TH ST,WEDNESDAY,BREWERTON CONSTRUCTION,78745
Commercial,78701.0,901 CONGRESS AVE,LOT 1 BLOCK 111 ORIGINAL CITY TOTAL SQ FT 7360,12000.0,0.0,901 CONGRESS AVE,TUESDAY,Harvey-Cleary Builders ***MAIN***,78759
Residential,78702.0,1810 HARVEY ST,,0.0,0.0,1810 HARVEY ST,TUESDAY,Patriot Builders***MAIN**,78738
Residential,78704.0,1701 NORRIS DR,LOT 14 BEVERLY HEIGHTS,0.0,900.0,1701 NORRIS DR,TUESDAY,,78704
Residential,78704.0,1305 GARNER AVE,LOT 3 BLK 5 BARTON HEIGHTS A,0.0,354.0,1305 GARNER AVE,TUESDAY,Wilmington-Gordon Inc.****MAIN****,78756
Residential,78722.0,3202 MERRIE LYNN AVE,LOT 36 BLK B OLT 3234 DIV C MCQUOWN A N SUBD,0.0,400.0,3202 MERRIE LYNN AVE,TUESDAY,MX3 Investments,78756
Residential,78722.0,3202 MERRIE LYNN AVE,LOT 36 BLK B OLT 3234 DIV C MCQUOWN A N SUBD,115000.0,824.0,3202 MERRIE LYNN AVE,TUESDAY,MX3 Investments,78756
Residential,78758.0,1104 CHESAPEAKE DR,LOT 3 BLK G JAMESTOWN SEC 2,0.0,42.0,1104 CHESAPEAKE DR,WEDNESDAY,,78758
Residential,78702.0,1707 GARDEN ST,LOT 4 BLK 8 OLT 48 DIV O POPES RESUB,0.0,946.0,1707 GARDEN ST,THURSDAY,,78759
Residential,78702.0,2508 ROSEWOOD AVE,LOT 16 BLK 2 OLT 13 DIV B WILSON S I,0.0,0.0,2508 ROSEWOOD AVE,WEDNESDAY,Square Business Investments,78725
Residential,78704.0,1805 BRACKENRIDGE ST,S8FT LOT 3  N42FT LOT 4 BLK 12H FAIRVIEW PARK,500.0,250.0,1805 BRACKENRIDGE ST,THURSDAY,,78704
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,0.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,0.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,0.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,0.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Commercial,78745.0,1407 W STASSNEY LN,LOT 1 OAKS II THE RESUB OF LOT 1 BLK A,0.0,0.0,1407 W STASSNEY LN,THURSDAY,"Lott Brothers Construction CO., LTD",78729
Residential,78703.0,3213 BONNIE RD,LOT 4 BLK 8 TOBIN  JOHNSON SUBD,0.0,1118.0,3213 BONNIE RD,MONDAY,Gossett and Jones Homes Inc.,78703
Residential,78703.0,3213 BONNIE RD,LOT 4 BLK 8 TOBIN  JOHNSON SUBD,0.0,378.0,3213 BONNIE RD,MONDAY,Gossett and Jones Homes Inc.,78703
Residential,78751.0,4605 AVENUE C,LOT 4 BLK 9 HYDE PARK ANNEX,0.0,832.0,4605 AVENUE C,FRIDAY,Cantera Homebuilders Lp,78669
Residential,78704.0,2212 S 3RD ST,LOT 3 BLK 1 BAWCOM SUBD,0.0,1652.0,2212 S 3RD ST,TUESDAY,"Lone Star Land Solutions, LLC",78749
Residential,78704.0,2212 S 3RD ST,LOT 3 BLK 1 BAWCOM SUBD,0.0,480.0,2212 S 3RD ST,TUESDAY,"Lone Star Land Solutions, LLC",78749
Residential,78751.0,4008 DUVAL ST,ABS 310 SUR 10 GRAY T ACR 0135,0.0,304.0,4008 DUVAL ST,THURSDAY,Lantana Homes,78708-0000
Residential,78756.0,5604 WILLIAM HOLLAND AVE,S25FT OF LOT 27  N 25 FT OF LOT 28 BLK 4 BROADACRES,0.0,775.0,5604 JEFF DAVIS AVE,MONDAY,,78704
Residential,78745.0,4603 TEJAS TRL,LOT 2 BLK Q WESTERN TRAILS SEC 6,0.0,576.0,4603 TEJAS TRL,WEDNESDAY,SOUTHWEST CONSTRUCTOR,78763
Residential,78724.0,6907 PONDSDALE LN,LOT 26 BLK B COLONY PARK SEC 1 PHS 4A,0.0,1090.0,6907 PONDSDALE LN,FRIDAY,A & R Demolition Operations Account,78617
Residential,78751.0,5110 MARTIN AVE,LOT 1415 BLK 13 HIGHLANDS THE,0.0,1372.0,5110 MARTIN AVE,WEDNESDAY,Construction Waste Recyclers,78732
Residential,78751.0,5110 MARTIN AVE,LOT 1415 BLK 13 HIGHLANDS THE,0.0,288.0,5110 MARTIN AVE,WEDNESDAY,Construction Waste Recyclers,78732
Residential,78746.0,3701 WESTLAKE DR,LOT 1 MADRID SUBD,8000.0,625.0,3701 WESTLAKE DR,WEDNESDAY,Dalgleish Construction Company,78759
Residential,78746.0,3701 WESTLAKE DR,LOT 1 MADRID SUBD,8000.0,322.0,3701 WESTLAKE DR,WEDNESDAY,Dalgleish Construction Company,78759
Residential,78721.0,4809 SANTA ANNA ST,LOT 14 BLK 5 CHERNOSKY NO 8,0.0,1310.0,4809 SANTA ANNA ST,THURSDAY,Thoughtbarn LLC,78702
Residential,78721.0,4809 SANTA ANNA ST,LOT 14 BLK 5 CHERNOSKY NO 8,0.0,180.0,4809 SANTA ANNA ST,THURSDAY,Thoughtbarn LLC,78702
Residential,78704.0,2205 RABB GLEN ST,LOT 3 BLK 3 RABB INWOOD HILLS,9000.0,1386.0,2205 RABB GLEN ST,FRIDAY,Starling Development,78704
Commercial,78702.0,1212 CHICON ST,,12000.0,0.0,1212 CHICON ST,FRIDAY,Chestnut NRC (CNRC),78702
Residential,78721.0,4615 RIBBECKE AVE,LOT 8 BLK 6 CEDAR VALLEY,200.0,264.0,4615 RIBBECKE AVE,FRIDAY,,
Residential,78757.0,1202 MORROW ST,W 545FT OF LOT 10 BLK G NORTHGATE ADDN,0.0,720.0,1202 MORROW ST,TUESDAY,Vista Verde Custom Homes,78645
Residential,78757.0,7003 DAUGHERTY ST,N 5161FT OF LOT 22  S 1839FT OF LOT 23 BLK 3 GREEN ACRES,0.0,1353.0,7003 DAUGHERTY ST,THURSDAY,The Donovan Paul Co. TS Builders,78755
Residential,78721.0,1136 MASON AVE,LOT 4 BLK 2 MASONFIELD,0.0,927.0,1136 MASON AVE,FRIDAY,MC Remodeling,78617
Residential,78756.0,4301 RAMSEY AVE,LOT 16  S 25FT OF LOT 15 BLK 9 ROSEDALE C,0.0,540.0,4301 RAMSEY AVE,THURSDAY,Villa Nova Builders LP,78738
Residential,78702.0,2800 E 17TH ST,LOT 6 BLK 8 OLT 31 DIV B ULIT H SECOND ADDN,0.0,836.0,2800 E 17TH ST,MONDAY,,
Residential,78703.0,3407 NORTHWOOD CIR,LOT 21 BLK J BROWN HERMAN ADDN NO 2 SEC 1,0.0,450.0,3407 NORTHWOOD CIR,TUESDAY,Pilgrim Building Company,78709
Commercial,78757.0,8403 SHOAL CREEK BLVD,LOT 1011 BLK S ALLANDALE ESTATES SEC 2,30000.0,5400.0,8403 SHOAL CREEK BLVD,TUESDAY,Rostrata Builders Inc,78660
Residential,78703.0,2408 BRIDLE PATH BLDG B,CEN 75 FT LOT 6 BLK 15 WESTFIELD A,800.0,408.0,2408 BRIDLE PATH BLDG B,TUESDAY,,78703-3210
Commercial,78723.0,1800 E 51ST ST,ABS 62 SUR 10 BURLESON J ACR 2908,48000.0,993.0,1800 E 51ST ST,MONDAY,Chasco Constructors,78680
Residential,78724.0,5701 COOLBROOK DR,LOT 15 BLK C CRYSTALBROOK SEC 1,0.0,1576.0,5701 COOLBROOK DR,THURSDAY,SOUTHWEST CONSTRUCTOR,78763
Residential,78723.0,6501 GREENSBORO DR,LOT 5 BLK F BLUFFS OF UNIVERSITY HILLS SEC 3,0.0,0.0,6501 GREENSBORO DR,FRIDAY,Peterstone,78741
Residential,78704.0,1103 JEWELL ST,LOT 8 BLK E CAPITAL HEIGHTS,0.0,879.0,1103 JEWELL ST,TUESDAY,"Lone Star Land Solutions, LLC",78749
Commercial,78701.0,61 RAINEY ST,S 502FT OF W 128FT BLK 1 OLT 7273 DIV E DRISKILL  RAINEY SUBD,7000.0,0.0,61 RAINEY ST,TUESDAY,Image General Contracting,78756
Residential,78746.0,3961 WESTLAKE DR,LOT 109 LAKE SHORE ADDN,0.0,450.0,3961 WESTLAKE DR,FRIDAY,,78730
Residential,78723.0,1912 E M FRANKLIN AVE,LOT 23D CREST HAVEN ADDN RESUB OF LOT 23 BLK 1,0.0,952.0,1912 E M FRANKLIN AVE,THURSDAY,"Cutsinger Custom Homes, Inc.",78642
Residential,78723.0,1912 E M FRANKLIN AVE,LOT 23D CREST HAVEN ADDN RESUB OF LOT 23 BLK 1,0.0,0.0,1912 E M FRANKLIN AVE,THURSDAY,"Cutsinger Custom Homes, Inc.",78642
Residential,78722.0,2900 LAFAYETTE AVE,LOT 1 BLK 4 OLT 272831 DIV C NOWLIN HEIGHTS,0.0,324.0,2900 LAFAYETTE AVE,TUESDAY,,78722
Residential,78702.0,2003 E 9TH ST,LOT 2 BLK 21 GRANDVIEW PLACE,0.0,648.0,2003 E 9TH ST,MONDAY,Square Business Investments,78725
Residential,78704.0,915 W ANNIE ST,LOT 8 BLK M BOULDIN JAMES E ADDN,0.0,604.0,915 W ANNIE ST,THURSDAY,,78704
Residential,78703.0,2405 WESTOVER RD,LOT 5  E 9 FT OF LOT 4 BLK 2 BROWN HERMAN ADDN,2000.0,482.0,2405 WESTOVER RD,MONDAY,In-N-Out Construction,78748
Residential,78756.0,5706 ADAMS AVE,,0.0,772.0,5706 ADAMS AVE,THURSDAY,DAR Construction,78714-2028
Residential,78702.0,1604 CLIFFORD AVE,LOT 2 WASHINGTON WOODROW SUBD,10000.0,740.0,1604 CLIFFORD AVE,WEDNESDAY,"McKay Vassaur Total Construction, LLC",78630
Residential,78702.0,2201 S L DAVIS AVE,,4100.0,660.0,2201 S L DAVIS AVE,MONDAY,Dirty Works Hauling,78763
Residential,78703.0,3102 OAKMONT BLVD,LOT 30 BRYKERWOODS G,6000.0,970.0,3102 OAKMONT BLVD,WEDNESDAY,DAR Construction,78714-2028
Residential,78746.0,3200 STRATFORD HILLS LN,LOT 8 BLK B STRATFORD HILLS SEC II,0.0,370.0,3200 STRATFORD HILLS LN,WEDNESDAY,The Austin Grounds Keeper Inc,78723
Residential,78751.0,511 E 41ST ST,LOT 2022 BLK 8 OLT 12 DIV C OAKLAWN ADDN,0.0,480.0,511 E 41ST ST,WEDNESDAY,Southwest Destructors****MAIN***,78763
Residential,78704.0,615 W ANNIE ST,,5000.0,1094.0,615 W ANNIE ST,WEDNESDAY,Absolute Demolition Inc. main***,78630
Residential,78704.0,1008 JEWELL ST,LOT 5 BLK D CAPITAL HEIGHTS PLUS 12 ADJ VAC ALLEY,5500.0,1110.0,1008 JEWELL ST,FRIDAY,DAR Construction,78714-2028
Residential,78756.0,1607 HOUSTON ST,E591FT OF LOT 12 BLK 7 BROADACRES,3800.0,832.0,1607 HOUSTON ST,FRIDAY,DAR Construction,78714-2028
Residential,78702.0,1108 CHICON ST,62 X 122 OLT 61 DIVISION B,4800.0,1334.0,1108 CHICON ST,FRIDAY,DAR Construction,78714-2028
Residential,78704.0,1008 JEWELL ST,LOT 5 BLK D CAPITAL HEIGHTS PLUS 12 ADJ VAC ALLEY,400.0,480.0,1008 JEWELL ST,FRIDAY,DAR Construction,78714-2028
Commercial,78701.0,98 RED RIVER ST,LOT 12 BLK A WALLER PARK PLACE SUBD,10000.0,2666.0,98 RED RIVER ST,THURSDAY,"PHILIP HOGAN, INC- Hogan Demolition Co.",78642
Residential,78704.0,1500 OXFORD AVE,LOT 6 BLK 4 BARTON HEIGHTS A,0.0,1626.0,1500 OXFORD AVE,FRIDAY,Gossett and Jones Homes Inc.,78703
Residential,78704.0,1500 OXFORD AVE,LOT 6 BLK 4 BARTON HEIGHTS A,0.0,820.0,1500 OXFORD AVE,FRIDAY,Gossett and Jones Homes Inc.,78703
Commercial,78701.0,511 E CESAR CHAVEZ ST,LOT 12 BLK A WALLER PARK PLACE SUBD,0.0,0.0,511 E CESAR CHAVEZ ST,FRIDAY,"PHILIP HOGAN, INC- Hogan Demolition Co.",78642
Commercial,78745.0,5505 WASSON RD,LOT 12 BLK A MENEM SUBD,10000.0,0.0,5505 WASSON RD,TUESDAY,A & R Demolition Operations Account,78617
Residential,78704.0,1121 WOODLAND AVE,LOT 1113 BLK 42 TRAVIS HEIGHTS  ADJ 75 FT ALLEY,0.0,360.0,1121 WOODLAND AVE,MONDAY,Corias Homes Inc,78746
Residential,78757.0,1702 PASADENA DR,LOT 18 BLK M CRESTVIEW ADDN SEC 3,200.0,240.0,1702 PASADENA DR,THURSDAY,Smart Companies,78757
Residential,78702.0,1709 E 18TH ST,,0.0,0.0,1709 E 18TH ST,THURSDAY,MX3 Investments,78756
Residential,78742.0,800 PATTON AVE,LOT 12 BLK 1 BERGSTROM DOWNS NO 1,0.0,1443.0,800 PATTON AVE,FRIDAY,City of Austin,78768
Commercial,78701.0,800 W CESAR CHAVEZ ST,LOT 1 SEAHOLM SUBD,0.0,0.0,800 W CESAR CHAVEZ ST,MONDAY,Austin Energy,78758
Commercial,78701.0,800 W CESAR CHAVEZ ST,LOT 1 SEAHOLM SUBD,0.0,0.0,800 W CESAR CHAVEZ ST,MONDAY,Austin Energy,78758
Commercial,78746.0,4100 RIVERCREST DR,LOT 1 BLK C AQUA VERDE,3500.0,480.0,4100 RIVERCREST DR,FRIDAY,What's Up Dock,78620
Residential,78723.0,2908 OVERDALE RD,LOT 1 MANOR HILLS SEC 3,0.0,429.0,2908 OVERDALE RD,MONDAY,,78626
